0,1,2,3,4,5,6,7,8,9,10,11,12,13,label
345.66421694074666,-1537.4020105535224,438.2451934284298,-523.335601396023,-461.1693046352207,-348.32070722058154,309.1135124333453,184.68291654643073,-638.2988196936877,491.86763016214417,-66.63191033445497,455.7487291317685,312.2198121240288,56.34521829522306,1
254.47394597600132,-1277.8473406484081,90.71165110207258,-169.19962705519418,-272.3128206677951,11.548034723068541,-49.1676579983401,211.09768822196034,-599.3845980676142,618.0360045443578,-70.38095199323988,565.0440763887344,1.7140668623152955,-17.54359958961244,1
-341.909765161746,1168.300587620164,138.2550822803806,-697.2794376843457,-7.22847812546685,265.5344336900409,-163.35885816251928,583.3009167738894,194.53287037876896,28.37842471619967,-140.36329300033682,-35.57381170207228,25.47644506983479,367.42111545744984,8
1520.0838766268437,-679.9995683933986,217.28824794110642,126.33332565074168,377.5605512194582,987.1446674759551,-182.62022785268417,-36.579248975348534,-119.8012936117967,121.6054951730982,200.3258358363546,-150.6918030557934,-41.08582404146755,-17.059970500541716,0
1407.9882757986759,635.3303472825206,17.162360380315505,276.13290093648243,-215.2103247798492,973.550095178558,902.9274759202117,-92.69234848966174,-261.88828197291207,482.7846531579209,-196.48521934135567,-386.108867969949,-251.43583252216044,-273.3290642828743,2
-1433.3306814706427,821.0633147865717,2.527951949438963,-590.959639896925,129.65146129702094,247.01342520726223,82.77670077798048,-96.19110059957251,-156.31193062327839,-51.417570798305164,-226.38500002644057,-233.786836213307,-233.70913570872526,208.3598634207753,9
-351.57540095537695,-1437.8187939891393,235.28581734867635,-266.9721584783336,-404.76286742564065,-394.4716166130262,337.8617750503061,211.50889767152867,-233.69207582271915,192.0251521016046,-65.7351204055124,-11.955760289482408,204.13792460236147,80.49552634368393,1
1529.6900830086383,-1190.1504034889335,734.8598950703839,-329.75264749743917,644.7702942899781,123.70753836108243,-21.817617866345707,8.55189642311825,-195.0748127903041,119.59172681770868,297.96309400036364,300.0102758715491,-466.0891946754417,208.12068480858227,0
565.8138103977705,1428.0901795633786,161.55969611782487,463.46116535504365,1104.0139706753885,-897.5774156573428,826.6289698807198,-114.08299173721066,-98.2246149613686,93.25058720674998,-106.64779242106843,28.806025825471018,-183.45257073007252,100.0100013118604,8
-472.95538219718065,-459.4510811339195,-10.218998791324289,1229.7902197116593,984.5502941338924,-451.8949602106334,-301.38107093776534,454.2098809398775,-286.96878360721223,-206.7753635737604,-94.46810102021188,-4.045338199022808,124.4329958691489,-74.72595358041306,8
958.8817898334163,-760.3628470201659,377.6523856342708,-246.46597185075535,436.15433045474794,110.52969011522072,-257.2393561043902,41.429998249662574,539.0698485160798,-123.41099889707887,-191.31476270952479,558.0965098051728,-211.59693399798388,-88.00482764225443,3
-1488.6252397097458,231.9458141565725,-233.24882405683707,-760.3142867772286,262.6426163916029,187.96791724649654,122.35248718677427,-470.0772300592101,196.85376660693038,321.45222971440205,92.49565193648522,202.5633605677225,71.02256984542889,30.71812628739173,7
-692.9188180576189,1387.0091566086796,1042.789903143651,277.9897500994476,-293.3890246923275,-84.20943283044227,-431.25942194553113,393.0720992298369,-291.2787162265573,-178.13344332198542,74.21894418994322,24.154147884571977,84.65820338183816,-284.09109327059235,9
